# kind,quest_id,creature_entry,display_id,x,y,z,orientation
giver,2746,7766,6632,-8409.0,450.793,123.76,2.185
giver,2843,7853,7036,-14464.9,459.585,15.2488,3.735
giver,2922,7944,7028,-4834.77,-1263.45,501.951,4.72984
giver,2923,7917,7008,-8556.0,835.86,106.602,5.323
giver,2926,1268,3441,-5498.29,-457.874,395.644,0.10472
giver,2927,6569,5377,-4835.97,-1260.58,501.951,4.55531
giver,2928,6579,5378,-8391.0,634.764,94.89,3.194
giver,2962,1268,3441,-5498.29,-457.874,395.644,0.10472
giver,2997,1232,1622,-5586.76,-542.163,403.624,1.09956
giver,2998,927,1299,-9468.14,108.976,57.6606,1.79769
giver,2999,5149,3087,-4601.65,-896.468,502.85,4.55531
giver,3000,928,1499,-8577.0,881.698,106.519,5.433
giver,3095,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,3096,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,3097,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,3098,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,3099,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,3100,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3101,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3102,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3103,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3104,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3105,197,1859,-8902.59,-162.606,82.0223,2.04204
giver,3106,658,1362,-6236.74,331.113,382.911,3.00197
giver,3107,658,1362,-6236.74,331.113,382.911,3.00197
giver,3108,658,1362,-6236.74,331.113,382.911,3.00197
giver,3109,658,1362,-6236.74,331.113,382.911,3.00197
giver,3110,658,1362,-6236.74,331.113,382.911,3.00197
giver,3112,658,1362,-6236.74,331.113,382.911,3.00197
giver,3113,658,1362,-6236.74,331.113,382.911,3.00197
giver,3114,658,1362,-6236.74,331.113,382.911,3.00197
giver,3115,658,1362,-6236.74,331.113,382.911,3.00197
giver,3221,1952,3545,522.449,1626.15,104.997,1.48353
giver,3361,8416,7852,-6098.09,396.074,395.64,5.66209
giver,3364,12738,12967,-6371.13,571.816,385.827,3.21141
giver,3365,836,3406,-6056.38,385.213,392.845,3.1765
giver,3526,4586,2630,1409.82,150.423,-62.3224,4.93928
giver,3629,5174,3117,-4798.97,-1254.84,502.086,5.21853
giver,3630,5518,3314,-8347.0,644.134,95.755,3.84
giver,3632,5174,3117,-4798.97,-1254.84,502.086,5.21853
giver,3635,4586,2630,1409.82,150.423,-62.3224,4.93928
giver,3641,7944,7028,-4834.77,-1263.45,501.951,4.72984
giver,3643,7406,6710,-14417.0,411.288,22.7816,1.25664
giver,3681,5149,3087,-4601.65,-896.468,502.85,4.55531
giver,3741,8965,221,-9351.62,-2207.26,62.1803,3.08923
giver,3765,4984,5078,-8779.0,1093.35,92.611,4.817
giver,3861,620,304,-10581.3,-1272.92,36.0592,1.37753
giver,3901,1569,1584,1843.32,1639.9,97.8113,4.60767
giver,3902,1740,3523,1861.17,1605.02,95.0318,3.5194
giver,3903,823,2072,-8947.64,-132.319,83.7199,3.33358
giver,3904,9296,8489,-8850.29,-224.03,81.7778,4.93928
giver,3905,9296,8489,-8850.29,-224.03,81.7778,4.93928
giver,4181,5518,3314,-8347.0,644.134,95.755,3.84
giver,5261,823,2072,-8947.64,-132.319,83.7199,3.33358
giver,5481,10666,10006,2242.45,599.449,33.3335,2.52821
giver,5482,10665,9999,2326.31,398.818,33.6847,6.25477
giver,5541,1694,3392,-5499.7,-664.575,395.395,0.453786
giver,5545,10616,10995,-9469.79,-1289.22,41.1855,3.24631
giver,5623,375,3344,-8853.59,-193.336,82.1157,2.54818
giver,5624,377,1295,-9460.75,33.1338,63.9038,4.36332
giver,5625,1226,3429,-5590.56,-529.657,399.735,2.23402
giver,5626,837,3401,-6056.74,393.548,392.843,3.68265
giver,5650,2129,1602,2265.2,251.054,41.1981,5.34071
giver,5651,2123,1579,1848.32,1627.63,97.0169,3.33358
giver,5924,5505,3301,-8742.0,1095.41,93.812,5.353
giver,6064,1231,3558,-5618.54,-454.071,407.842,5.3058
giver,6072,895,3395,-6091.79,365.141,395.623,2.33874
giver,6073,5515,3312,-8415.0,553.182,95.703,3.923
giver,6075,895,3395,-6091.79,365.141,395.623,2.33874
giver,6076,5515,3312,-8415.0,553.182,95.703,3.923
giver,6084,1231,3558,-5618.54,-454.071,407.842,5.3058
giver,6085,1231,3558,-5618.54,-454.071,407.842,5.3058
giver,6086,1231,3558,-5618.54,-454.071,407.842,5.3058
giver,6181,491,3342,-10500.6,1021.59,60.6106,1.8326
giver,6261,1323,1515,-8702.28,382.052,103.909,2.70526
giver,6281,523,3263,-10628.3,1037.27,34.1915,2.28638
giver,6285,352,5128,-8835.76,490.084,109.699,4.04916
giver,6321,6389,5345,499.653,1626.22,125.748,5.35816
giver,6322,4556,2629,1610.45,283.261,-43.0189,4.92183
giver,6323,2226,3832,473.939,1533.95,131.96,0.453786
giver,6324,4551,2638,1567.12,266.345,-43.0194,0.820305
giver,6387,1681,1822,-5366.93,-3014.87,319.665,0.139626
giver,6388,4256,3093,-4708.06,-1120.93,504.531,1.44862
giver,6391,1572,5037,-5424.85,-2929.87,347.645,1.64061
giver,6392,1573,3007,-4821.13,-1152.4,502.295,4.31096
giver,6395,1661,1593,1847.73,1638.65,97.0169,4.15388
giver,6721,5117,3073,-5006.6,-1266.04,507.837,3.78736
giver,6722,5515,3312,-8415.0,553.182,95.703,3.923
giver,7022,13433,13349,-4923.96,-980.013,501.554,0.994838
giver,7023,13435,13356,-8807.95,641.736,94.312,3.31613
giver,7024,13429,13346,1629.23,218.479,-43.0193,2.21657
giver,7025,13444,13369,-4914.36,-976.11,501.453,1.93731
giver,7062,1365,14092,-4882.52,-952.796,501.547,3.28122
giver,7063,2916,3595,-4631.63,-1326.66,503.465,1.76278
giver,7791,14722,14753,-8942.03,785.805,97.4045,0.20944
giver,7802,14723,14754,-4735.8,-1055.28,502.296,3.80482
giver,7807,14724,14752,-4823.65,-1299.36,501.951,0.959931
giver,7813,14729,14756,1690.83,185.738,-62.0883,5.58505
giver,7838,14508,14561,-13184.5,332.671,40.3307,4.41568
giver,7881,14833,14875,-9579.25,21.7913,60.7461,5.05203
giver,7882,14833,14875,-9579.25,21.7913,60.7461,5.05203
giver,7883,14833,14875,-9579.25,21.7913,60.7461,5.05203
giver,7889,14832,14876,-9558.18,130.175,58.9648,5.70723
giver,7890,14832,14876,-9558.18,130.175,58.9648,5.70723
giver,7891,14832,14876,-9558.18,130.175,58.9648,5.70723
giver,7894,14841,14877,-9576.4,87.7237,58.9648,6.23082
giver,7895,14841,14877,-9576.4,87.7237,58.9648,6.23082
giver,7896,14841,14877,-9576.4,87.7237,58.9648,6.23082
giver,7899,14829,14856,-9548.9,141.163,58.9648,4.83456
giver,7900,14829,14856,-9548.9,141.163,58.9648,4.83456
giver,7901,14829,14856,-9548.9,141.163,58.9648,4.83456
giver,7905,14842,14878,-4982.69,-963.739,501.659,0.802197
giver,7930,14828,14854,-9533.65,95.1698,58.9648,4.03171
giver,7931,14828,14854,-9533.65,95.1698,58.9648,4.03171
giver,7934,14828,14854,-9533.65,95.1698,58.9648,4.03171
giver,7946,14871,14943,-9566.38,31.1655,61.4444,1.58992
giver,8158,14984,15143,-1220.17,-2518.3,21.7949,3.76991
giver,8165,15022,15141,-847.556,-3511.22,73.2761,3.89208
giver,8168,14983,15142,-1224.39,-2516.14,21.6434,3.56047
giver,8171,15021,15140,-846.947,-3503.78,73.9011,3.33358
giver,8193,15077,15235,-14438.5,474.107,15.9379,3.98345
giver,8194,15078,15236,-14436.5,472.915,15.3351,3.3859
giver,8221,15079,15200,-14438.8,476.682,15.2708,3.69613
giver,8224,15079,15200,-14438.8,476.682,15.2708,3.69613
giver,8225,15079,15200,-14438.8,476.682,15.2708,3.69613
giver,8311,15310,338,-8595.41,740.665,101.987,3.92699
giver,8353,5111,3047,-4840.67,-857.094,501.997,4.86947
giver,8354,6741,5449,1635.4,223.331,-43.0198,2.84489
giver,8355,6826,5647,-4588.3,-1001.21,503.657,3.31613
giver,8492,15383,15441,-4924.37,-1222.73,501.718,3.92699
giver,8493,15383,15441,-4924.37,-1222.73,501.718,3.92699
giver,8494,15431,15442,-4914.17,-1227.49,501.733,3.59538
giver,8495,15431,15442,-4914.17,-1227.49,501.733,3.59538
giver,8499,15432,15443,-4930.29,-1218.75,501.719,3.75246
giver,8500,15432,15443,-4930.29,-1218.75,501.719,3.75246
giver,8503,15434,15445,-4952.25,-1274.45,501.757,1.79769
giver,8504,15434,15445,-4952.25,-1274.45,501.757,1.79769
giver,8505,15437,15447,-4945.42,-1282.02,501.758,1.02974
giver,8506,15437,15447,-4945.42,-1282.02,501.758,1.02974
giver,8509,15445,15449,-4948.33,-1273.8,501.755,1.06465
giver,8510,15445,15449,-4948.33,-1273.8,501.755,1.06465
giver,8511,15446,15450,-4972.2,-1169.06,501.72,3.28122
giver,8512,15446,15450,-4972.2,-1169.06,501.72,3.28122
giver,8513,15448,15451,-4966.09,-1176.06,501.743,3.29867
giver,8514,15448,15451,-4966.09,-1176.06,501.743,3.29867
giver,8515,15450,15453,-4969.46,-1180.24,501.743,3.24631
giver,8516,15450,15453,-4969.46,-1180.24,501.743,3.24631
giver,8517,15451,15454,-4971.57,-1151.56,501.739,3.56047
giver,8518,15451,15454,-4971.57,-1151.56,501.739,3.56047
giver,8520,15452,15455,-4979.12,-1149.51,501.733,3.36849
giver,8521,15452,15455,-4979.12,-1149.51,501.733,3.36849
giver,8522,15453,15456,-4979.93,-1142.17,501.743,3.68264
giver,8523,15453,15456,-4979.93,-1142.17,501.743,3.68264
giver,8524,15455,15457,-4938.0,-1275.12,501.752,2.46091
giver,8525,15455,15457,-4938.0,-1275.12,501.752,2.46091
giver,8526,15456,15458,-4940.39,-1277.7,501.754,1.98968
giver,8527,15456,15458,-4940.39,-1277.7,501.754,1.98968
giver,8528,15457,15459,-4933.8,-1279.16,501.749,2.42601
giver,8529,15457,15459,-4933.8,-1279.16,501.749,2.42601
giver,8636,15557,15630,-7938.57,-2674.64,209.226,3.75246
giver,8642,15558,15632,-5343.72,-2912.94,345.191,4.43314
giver,8643,15559,15616,233.456,-3499.97,161.033,0.785398
giver,8645,15561,15625,514.754,1560.97,130.145,4.39823
giver,8646,15562,15614,-8761.99,1092.71,94.8771,5.13127
giver,8647,15563,15600,-11791.8,-3181.73,-30.0804,1.0821
giver,8648,15564,15606,1633.3,233.931,62.6749,0.401426
giver,8649,15565,15643,-9413.27,154.286,57.1548,2.14675
giver,8650,15566,15636,2237.86,-5340.41,84.7113,1.13446
giver,8651,15567,15617,-7276.75,-797.924,296.582,5.8294
giver,8652,15568,15612,2215.43,237.536,34.1998,1.69297
giver,8653,15569,15611,-5571.58,-503.608,403.093,1.91986
giver,8674,15576,15648,-14424.6,531.775,24.88,5.16617
giver,8675,15577,15633,-10498.7,1034.05,95.6965,1.43117
giver,8683,15585,15608,-7500.86,-2154.59,145.989,2.72271
giver,8688,15592,15646,1853.99,-3721.45,162.308,1.27409
giver,8714,15594,15620,1261.16,-2558.27,118.29,0.506145
giver,8716,15596,15638,-11954.2,-1168.82,77.7486,0.506145
giver,8722,15602,15618,1995.88,-2420.17,59.3823,2.72271
giver,8793,15703,15665,1572.58,272.707,-43.0193,5.02655
giver,8795,15707,15668,-4956.09,-931.133,503.347,5.37561
giver,8811,15731,15707,-4935.17,-1197.7,501.622,2.46091
giver,8812,15733,15711,-4952.53,-1176.97,501.639,5.39307
giver,8813,15734,15714,-4975.34,-1196.76,501.746,1.88496
giver,8814,15735,15718,-4934.99,-1214.31,501.718,3.33358
giver,8819,15731,15707,-4935.17,-1197.7,501.622,2.46091
giver,8820,15733,15711,-4952.53,-1176.97,501.639,5.39307
giver,8821,15734,15714,-4975.34,-1196.76,501.746,1.88496
giver,8822,15735,15718,-4934.99,-1214.31,501.718,3.33358
giver,8827,15732,13349,-3756.64,-770.746,9.69369,3.21141
giver,8828,15732,13349,-3756.64,-770.746,9.69369,3.21141
giver,8834,15764,15726,-4814.48,-1055.52,502.267,6.21337
giver,8835,15764,15726,-4814.48,-1055.52,502.267,6.21337
giver,8838,15763,15729,-4811.98,-1264.85,501.951,3.05433
giver,8839,15763,15729,-4811.98,-1264.85,501.951,3.05433
giver,8840,15768,15725,1587.89,279.28,-43.0193,4.85202
giver,8841,15768,15725,1587.89,279.28,-43.0193,4.85202
giver,8846,15701,15662,-4977.5,-1172.42,501.732,2.28201
giver,8847,15701,15662,-4977.5,-1172.42,501.732,2.28201
giver,8866,15871,15625,-4659.2,-944.427,500.461,4.24115
giver,8867,15895,15865,1647.51,243.693,62.6749,5.8294
giver,8870,15892,15864,-8745.4,1078.03,90.8636,4.06662
giver,8871,15892,15864,-8745.4,1078.03,90.8636,4.06662
giver,8872,15892,15864,-8745.4,1078.03,90.8636,4.06662
giver,8873,15891,15863,1638.0,239.886,62.6749,6.26573
giver,8874,15891,15863,1638.0,239.886,62.6749,6.26573
giver,8875,15891,15863,1638.0,239.886,62.6749,6.26573
giver,8883,15895,15865,1647.51,243.693,62.6749,5.8294
giver,8982,16108,16008,1595.41,230.539,-52.1545,4.63121
giver,8984,16109,16009,1678.2,196.21,-62.173,6.27787
giver,9026,16105,16005,-8869.25,650.809,95.8618,5.12972
giver,9028,16106,16006,-8691.85,840.514,98.6851,2.19234
giver,9189,16287,16112,1298.25,319.007,-58.3698,3.48013
giver,9260,16478,16204,-8955.32,523.414,96.44,3.78736
giver,9261,16484,16212,-5027.18,-806.981,496.484,3.00197
giver,9265,16494,16220,1736.87,239.556,62.7903,6.26573
giver,9425,16287,16112,1298.25,319.007,-58.3698,3.48013
giver,9429,17103,16854,-8442.97,325.454,122.246,1.93731
giver,9502,23127,21265,-4720.26,-1150.07,502.448,3.75844
giver,9626,10181,28213,1290.41,316.247,-57.2376,1.309
giver,9757,895,3395,-6091.79,365.141,395.623,2.33874
giver,9813,10181,28213,1290.41,316.247,-57.2376,1.309
giver,10490,20407,19598,-9031.63,549.8,73.4711,5.18363
giver,10788,5675,3948,1711.59,57.1672,-62.2059,4.88692
giver,10790,5675,3948,1711.59,57.1672,-62.2059,4.88692
giver,11117,23486,21574,-5172.92,-562.567,397.26,3.45575
giver,11118,23486,21574,-5172.92,-562.567,397.26,3.45575
giver,11122,23558,22454,-5200.16,-491.549,388.559,3.19395
giver,11131,24519,22504,-9429.92,56.1355,56.7913,2.98451
giver,11219,23973,22499,2239.51,282.798,35.1478,5.28835
giver,11293,23627,22450,-5184.13,-611.797,397.26,0.488692
giver,11294,23628,22451,-5146.56,-633.554,397.264,1.64061
giver,11318,23558,22454,-5200.16,-491.549,388.559,3.19395
giver,11360,24519,22504,-9429.92,56.1355,56.7913,2.98451
giver,11361,23973,22499,2239.51,282.798,35.1478,5.28835
giver,11439,24519,22504,-9429.92,56.1355,56.7913,2.98451
giver,11440,24519,22504,-9429.92,56.1355,56.7913,2.98451
giver,11442,24710,22603,-5184.68,-562.372,397.26,2.11185
giver,11449,23973,22499,2239.51,282.798,35.1478,5.28835
giver,11450,23973,22499,2239.51,282.798,35.1478,5.28835
giver,11882,25962,23791,-8247.7,-2608.94,133.238,2.98451
giver,11915,25994,23789,-14377.6,128.137,0.828836,2.37365
giver,12022,27215,24419,-5185.46,-539.37,397.092,3.26083
giver,12135,24519,22504,-9429.92,56.1355,56.7913,2.98451
giver,12139,23973,22499,2239.51,282.798,35.1478,5.28835
giver,13479,32798,28304,2255.62,271.928,34.4734,2.52523
giver,13480,32799,28302,-5607.53,-511.287,402.237,1.0253
giver,13502,32836,28306,-5604.8,-527.253,399.659,2.43902
giver,13503,32837,28308,2310.73,296.853,37.3108,4.44553
giver,13932,24468,22455,-5200.87,-484.704,388.881,3.42085
giver,13952,34435,29226,-9338.03,186.135,61.6233,4.20624
giver,14023,34675,29337,-9130.26,351.837,93.8495,2.26893
giver,14024,34744,29444,-9115.44,359.269,93.5546,2.6529
giver,14028,34644,29392,-5062.74,-791.941,495.798,0.0174533
giver,14030,34744,29444,-9115.44,359.269,93.5546,2.6529
giver,14035,34675,29337,-9130.26,351.837,93.8495,2.26893
giver,14037,34768,29403,1786.79,247.382,60.4293,2.0944
giver,14040,34768,29403,1786.79,247.382,60.4293,2.0944
giver,14047,34677,29338,1804.59,259.785,61.6442,4.90438
giver,14048,34708,29324,-5061.73,-803.346,495.816,1.41372
giver,14051,34708,29324,-5061.73,-803.346,495.816,1.41372
giver,14053,34710,29400,-9111.5,365.264,94.7468,2.21657
giver,14055,34744,29444,-9115.44,359.269,93.5546,2.6529
giver,14058,34768,29403,1786.79,247.382,60.4293,2.0944
giver,14059,34712,29365,1820.82,266.868,60.8283,4.57276
giver,14064,34653,29341,-5387.29,-2881.86,341.308,2.53073
giver,14065,34654,29330,-1018.71,-3554.53,56.493,1.32645
giver,14167,34478,29230,-5160.72,-882.705,507.359,1.78024
giver,14168,34481,29233,-5166.08,-881.127,507.391,1.0821
giver,14174,34476,29228,1778.54,218.241,59.7678,1.0821
giver,14351,2215,1645,-33.3555,-927.892,54.5261,1.54421
giver,14356,36273,30075,1287.7,333.589,-59.9998,4.86748
giver,14418,6467,5206,1435.6,71.9724,-62.1954,1.01229
giver,14419,6467,5206,1435.6,71.9724,-62.1954,1.01229
giver,14420,6467,5206,1435.6,71.9724,-62.1954,1.01229
giver,14421,6522,5346,1389.34,347.315,-65.9567,0.715585
giver,24597,37887,15990,-8864.01,635.646,96.0818,1.97249
giver,24609,38041,15990,-4915.43,-979.532,501.448,2.31443
giver,24613,38045,15990,1630.48,236.085,63.2574,0.382657
giver,24629,37675,30712,-8869.92,637.543,97.0305,0.751188
giver,24635,37675,30712,-8869.92,637.543,97.0305,0.751188
giver,24636,37675,30712,-8869.92,637.543,97.0305,0.751188
giver,24655,38066,30728,-8867.86,652.647,97.0113,4.84704
giver,24656,38066,30728,-8867.86,652.647,97.0113,4.84704
giver,24657,38325,31040,-8881.19,669.006,105.834,0.696214
giver,24658,38066,30728,-8867.86,652.647,97.0113,4.84704
giver,24659,38066,30728,-8867.86,652.647,97.0113,4.84704
giver,24804,38293,31016,-4932.9,-995.348,501.441,0.720067
giver,24805,38295,31016,1637.74,256.223,62.5927,4.55312
giver,24848,38066,30728,-8867.86,652.647,97.0113,4.84704
giver,24849,38325,31040,-8881.19,669.006,105.834,0.696214
giver,25199,39675,31683,-5464.72,-668.715,393.602,1.85005
giver,25212,39386,31677,-5444.32,-665.155,393.801,2.16421
giver,25283,39678,31676,-5461.83,-626.958,393.687,5.18363
giver,25500,39678,31676,-5461.83,-626.958,393.687,5.18363
objective,1,0,0,2148,-5252,0,0
objective,2,0,0,2148,-2816,0,0
objective,5,0,0,-10499,-1158,0,0
objective,6,0,0,-9056,-461,0,0
objective,7,0,0,-8797,-259,0,0
objective,8,0,0,2270,245,0,0
objective,9,0,0,-9934,1166,0,0
objective,11,0,0,-9983,549,0,0
objective,12,0,0,-10179,1878,0,0
objective,13,0,0,-10727,1659,0,0
objective,14,0,0,-11258,1506,0,0
objective,15,0,0,-8782,-274,0,0
objective,16,0,0,-9983,549,0,0
objective,18,0,0,-9052,-458,0,0
objective,19,0,0,-9435,-3079,0,0
objective,20,0,0,-9816,-3260,0,0
objective,21,0,0,-8561,-218,0,0
objective,22,0,0,-10448,872,0,0
objective,23,0,0,2026,-824,0,0
objective,24,0,0,2759,-1901,0,0
objective,26,0,0,8020,-2679,0,0
objective,27,0,0,8020,-2679,0,0
objective,28,0,0,7708,-2733,0,0
objective,29,0,0,7708,-2733,0,0
objective,30,0,0,8020,-2679,0,0
objective,31,0,0,-1039,-282,0,0
objective,33,0,0,-8837,-305,0,0
objective,34,0,0,-9289,-1919,0,0
objective,35,0,0,-9610,-1032,0,0
objective,36,0,0,-10112,1042,0,0
objective,37,0,0,-9336,-986,0,0
objective,38,0,0,-10586,816,0,0
objective,39,0,0,-9466,74,0,0
objective,40,0,0,-9466,74,0,0
objective,45,0,0,-9224,-1234,0,0
objective,46,0,0,-8986,-1251,0,0
objective,47,0,0,-9317,-717,0,0
objective,52,0,0,-9717,-1612,0,0
objective,54,0,0,-9466,74,0,0
objective,55,0,0,-10318,377,0,0
objective,56,0,0,-10954,-1376,0,0
objective,57,0,0,-10509,191,0,0
objective,58,0,0,-10333,121,0,0
objective,59,0,0,-9532,-1222,0,0
objective,60,0,0,-9317,-717,0,0
objective,61,0,0,-8858,625,0,0
objective,62,0,0,-9844,92,0,0
objective,63,0,0,419,1832,0,0
objective,64,0,0,-9850,1290,0,0
objective,65,0,0,-9232,-2146,0,0
objective,71,0,0,-9610,-1032,0,0
objective,76,0,0,-9029,-644,0,0
objective,83,0,0,-9866,-223,0,0
objective,84,0,0,-9924,38,0,0
objective,85,0,0,-9924,38,0,0
objective,86,0,0,-9785,-1050,0,0
objective,87,0,0,-9746,88,0,0
objective,88,0,0,-9783,-885,0,0
objective,89,0,0,-8980,-2338,0,0
objective,90,0,0,-8822,518,0,0
objective,91,0,0,-9267,-3355,0,0
objective,92,0,0,-9493,-2346,0,0
objective,93,0,0,-10051,-1250,0,0
objective,94,0,0,-9253,-3405,0,0
objective,95,0,0,-11116,-513,0,0
objective,96,0,0,-1345,-4048,0,0
objective,99,0,0,-354,1422,0,0
objective,100,0,0,417,1823,0,0
objective,101,0,0,-10332,108,0,0
objective,102,0,0,-10587,1913,0,0
objective,103,0,0,-9974,1081,0,0
objective,104,0,0,-11358,1812,0,0
objective,106,0,0,-9930,500,0,0
objective,107,0,0,-9460,32,0,0
objective,109,0,0,-10509,1045,0,0
objective,111,0,0,-9881,323,0,0
objective,112,0,0,-9518,-486,0,0
objective,114,0,0,-10014,38,0,0
objective,115,0,0,-9374,-3083,0,0
objective,116,0,0,-10510,-1157,0,0
objective,117,0,0,-9974,1081,0,0
objective,118,0,0,-9457,88,0,0
objective,119,0,0,-9259,-2243,0,0
objective,120,0,0,-8954,521,0,0
objective,121,0,0,-9219,-2222,0,0
objective,122,0,0,-9634,-2381,0,0
objective,123,0,0,-9466,74,0,0
objective,124,0,0,-9123,-2089,0,0
objective,125,0,0,-9366,-2472,0,0
objective,126,0,0,-8893,-2172,0,0
objective,127,0,0,-9350,-2845,0,0
objective,128,0,0,-8731,-2350,0,0
objective,129,0,0,-9611,-1904,0,0
objective,130,0,0,-9246,-2045,0,0
objective,131,0,0,-9224,-2155,0,0
objective,132,0,0,-10509,1045,0,0
objective,133,0,0,-10332,108,0,0
objective,134,0,0,-11091,-69,0,0
objective,135,0,0,-8815,362,0,0
objective,136,0,0,-10514,2110,0,0
objective,137,0,0,-8954,521,0,0
objective,138,0,0,-10515,1599,0,0
objective,139,0,0,-9797,1595,0,0
objective,140,0,0,-9794,2108,0,0
objective,141,0,0,-10509,1045,0,0
objective,142,0,0,-11025,1460,0,0
objective,143,0,0,-10509,1045,0,0
objective,144,0,0,-9219,-2222,0,0
objective,145,0,0,-10552,-1109,0,0
objective,146,0,0,-9219,-2222,0,0
objective,147,0,0,-9806,-932,0,0
objective,148,0,0,-10532,-1213,0,0
objective,149,0,0,-10786,-1381,0,0
objective,150,0,0,-9350,-2845,0,0
objective,151,0,0,-10164,1324,0,0
objective,152,0,0,-9595,1424,0,0
objective,153,0,0,-10278,1345,0,0
objective,154,0,0,-10532,-1213,0,0
objective,155,0,0,-10509,1045,0,0
objective,156,0,0,-10565,355,0,0
objective,157,0,0,-10283,74,0,0
objective,158,0,0,-10517,-1159,0,0
objective,159,0,0,-10283,74,0,0
objective,160,0,0,-10552,-1109,0,0
objective,161,0,0,-2649,-2459,0,0
objective,163,0,0,-10732,337,0,0
objective,164,0,0,-10330,623,0,0
objective,165,0,0,-10283,74,0,0
objective,166,0,0,-10509,1045,0,0
objective,167,0,0,-11327,1539,0,0
objective,168,0,0,-11343,1531,0,0
objective,169,0,0,-9383,-3082,0,0
objective,170,0,0,-6353,159,0,0
objective,171,0,0,-8621,744,0,0
objective,172,0,0,2038,-4673,0,0
objective,174,0,0,-10582,-1321,0,0
objective,175,0,0,-10786,-1381,0,0
objective,176,0,0,-10107,618,0,0
objective,177,0,0,-10582,-1321,0,0
objective,178,0,0,-9553,-728,0,0
objective,179,0,0,-6204,215,0,0
objective,180,0,0,-9122,-3308,0,0
objective,181,0,0,-11168,-141,0,0
objective,182,0,0,-6515,633,0,0
objective,183,0,0,-6280,417,0,0
objective,184,0,0,-9852,918,0,0
objective,199,0,0,-4738,-3264,0,0
objective,214,0,0,-11199,1471,0,0
objective,217,0,0,-6151,-2953,0,0
objective,218,0,0,-6509,301,0,0
objective,219,0,0,-9284,-2298,0,0
objective,220,0,0,-1345,-4048,0,0
objective,224,0,0,-5794,-2971,0,0
objective,226,0,0,-10016,-482,0,0
objective,230,0,0,-10330,623,0,0
objective,233,0,0,-6222,689,0,0
objective,234,0,0,-6363,567,0,0
objective,235,0,0,2311,-2555,0,0
objective,237,0,0,-6028,-2824,0,0
objective,239,0,0,-9663,694,0,0
objective,240,0,0,-10732,337,0,0
objective,244,0,0,-9444,-2238,0,0
objective,245,0,0,-10685,515,0,0
objective,246,0,0,-9604,-2518,0,0
objective,247,0,0,2311,-2555,0,0
objective,248,0,0,-9297,-2944,0,0
objective,249,0,0,-9553,-728,0,0
objective,250,0,0,-4731,-3540,0,0
objective,251,0,0,-10574,-1127,0,0
objective,252,0,0,-10552,-1109,0,0
objective,253,0,0,-10270,54,0,0
objective,254,0,0,-10266,54,0,0
objective,255,0,0,-5084,-4083,0,0
objective,256,0,0,-4757,-4191,0,0
objective,257,0,0,-5900,-4163,0,0
objective,258,0,0,-5186,-3918,0,0
objective,259,0,0,-5676,-4254,0,0
objective,260,0,0,-5676,-4254,0,0
objective,262,0,0,-10532,-1213,0,0
objective,263,0,0,-4984,-3516,0,0
objective,264,0,0,472,1594,0,0
objective,265,0,0,-10560,-1125,0,0
objective,266,0,0,-10517,-1159,0,0
objective,267,0,0,-6100,-3050,0,0
objective,268,0,0,-10330,623,0,0
objective,269,0,0,-8529,855,0,0
objective,270,0,0,-3818,-827,0,0
objective,271,0,0,-5612,-3008,0,0
objective,272,0,0,8020,-2679,0,0
objective,273,0,0,-5764,-3469,0,0
objective,274,0,0,-4738,-3264,0,0
objective,275,0,0,-3180,-2409,0,0
objective,276,0,0,-4277,-2714,0,0
objective,277,0,0,-3882,-3085,0,0
objective,278,0,0,-5230,-4212,0,0
objective,279,0,0,-3282,-1247,0,0
objective,280,0,0,-4751,-3389,0,0
objective,281,0,0,-3288,-949,0,0
objective,282,0,0,-6236,153,0,0
objective,283,0,0,-4738,-3264,0,0
objective,284,0,0,-3201,-952,0,0
objective,285,0,0,-3107,-966,0,0
objective,286,0,0,-3762,-735,0,0
objective,287,0,0,-5566,514,0,0
objective,291,0,0,-4873,-1026,0,0
objective,297,0,0,-5667,-4015,0,0
objective,298,0,0,-5352,-3014,0,0
objective,301,0,0,-4631,-1304,0,0
objective,302,0,0,-5352,-3014,0,0
objective,307,0,0,-4967,-3007,0,0
objective,308,0,0,-5602,-531,0,0
objective,309,0,0,-5695,-3812,0,0
objective,310,0,0,-5607,-548,0,0
objective,311,0,0,-5372,315,0,0
objective,312,0,0,-5648,-95,0,0
objective,313,0,0,-5506,-344,0,0
objective,314,0,0,-5390,-1279,0,0
objective,315,0,0,-5054,-317,0,0
objective,317,0,0,-5467,-632,0,0
objective,318,0,0,-5378,315,0,0
objective,319,0,0,-5304,-95,0,0
objective,320,0,0,-5467,-632,0,0
objective,321,0,0,-3917,-890,0,0
objective,322,0,0,-8387,685,0,0
objective,323,0,0,-10428,327,0,0
objective,324,0,0,-3915,-949,0,0
