# entry,name,display_id,minlevel,maxlevel,faction,npcflag,type,rank,unit_class,speed_walk,speed_run,base_attack_time,damage_modifier,health_modifier
3426,Zhevra Charger,2187,17,18,189,0,1,0,1,1.00,1.29,2000,1.00,1.00
3427,[UNUSED] Kendur,2130,15,16,104,0,7,0,1,1.00,1.14,2000,1.00,1.00
3428,Korran,4092,12,12,126,2,7,0,1,1.00,1.14,2000,1.00,1.00
3430,Mangletooth,1346,17,17,29,3,7,0,1,1.00,1.14,2000,1.00,1.00
3431,Grenthar,4093,10,10,126,2,7,0,1,1.00,1.14,2000,1.00,1.00
3432,Mankrik,3855,15,15,29,3,7,0,1,1.00,1.14,2000,1.00,1.00
3433,Tatternack Steelforge,3858,14,14,29,3,7,0,1,1.00,1.14,2000,1.00,1.00
3437,Crekori Mudwater,1218,15,15,16,0,7,0,1,1.20,1.14,2000,1.00,1.00
3438,Kreenig Snarlsnout,6115,15,15,109,0,7,0,1,1.00,1.14,2000,1.00,1.00
3439,Wizzlecrank's Shredder,11912,18,18,69,2,7,0,1,1.00,1.14,2000,1.00,1.00
3440,[UNUSED] Ancestral Sage,2578,18,18,104,0,7,0,1,1.00,1.14,2000,1.00,1.00
3442,Sputtervalve,7054,15,15,69,3,7,0,1,1.00,1.14,2000,1.00,1.00
3443,Grub,3857,13,13,29,130,7,0,1,1.00,1.14,2000,1.00,1.00
3444,Dig Rat,1418,1,1,7,0,8,0,1,1.00,0.86,2000,1.00,1.00
3445,Supervisor Lugwizzle,7035,18,18,47,0,7,0,1,1.00,1.14,2000,1.00,1.00
3446,Mebok Mizzyrix,7034,17,17,69,2,7,0,1,1.00,1.14,2000,1.00,1.00
3449,Darsok Swiftdagger,3849,14,14,29,2,7,0,1,1.00,1.14,2000,1.00,1.00
3450,Defias Companion,5207,14,15,17,0,1,0,1,1.00,1.14,2000,1.70,1.00
3451,Pilot Wizzlecrank,7050,15,15,69,2,7,0,1,1.00,1.14,2000,1.00,1.00
3452,Serena Bloodfeather,2295,20,20,514,0,7,0,1,1.39,1.14,2000,1.00,1.30
3453,Wharfmaster Dizzywig,7053,15,15,69,2,7,0,1,1.00,1.14,2000,1.00,1.00
3454,Cannoneer Smythe,1863,19,19,1077,0,7,0,1,1.00,1.14,2000,1.00,1.00
3455,Cannoneer Whessan,1864,19,19,1077,0,7,0,1,1.00,1.14,2000,1.00,1.00
3456,Razormane Pathfinder,1964,20,21,109,0,7,0,1,1.00,1.14,2000,1.00,1.02
3460,Mud Crawler,979,15,16,16,0,1,0,1,1.20,1.14,2000,1.00,1.00
3461,Oasis Snapjaw,6368,15,16,14,0,1,0,1,1.00,1.14,2000,1.00,1.00
3463,Wandering Barrens Giraffe,2193,18,19,189,0,1,0,1,1.00,1.14,2000,1.00,1.00
3465,Gilthares Firebough,19805,17,17,35,2,7,0,1,1.00,1.14,2000,1.00,1.00
3466,Zhevra Courser,6086,20,21,189,0,1,0,1,1.00,1.29,2000,1.00,1.02
3467,Baron Longshore,797,16,16,230,1,7,0,1,1.00,1.14,2000,1.00,1.00
3470,Rathorian,5047,15,15,16,0,3,4,1,1.00,1.14,2000,1.00,1.00
3471,Tinkerer Sniggles,7048,16,16,16,0,7,0,1,1.00,1.14,2000,1.00,1.00
3475,Echeyakee,1934,16,16,16,0,1,0,1,1.00,1.14,2000,1.00,1.00
3477,Hraq,3866,18,18,29,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3480,Moorane Hearthgrain,3867,18,18,29,642,7,0,1,1.00,1.14,2000,1.00,1.00
3481,Barg,3868,14,14,29,386,7,0,1,1.00,1.14,2000,1.00,1.00
3482,Tari'qa,4095,14,14,126,130,7,0,1,1.00,1.14,2000,1.00,1.00
3485,Wrahk,3873,18,18,29,130,7,0,1,1.00,1.14,2000,1.00,1.00
3486,Halija Whitestrider,3875,19,19,29,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3488,Uthrok,1866,16,16,29,4482,7,0,1,1.00,1.14,2000,1.00,1.00
3489,Zargh,3877,16,16,29,643,7,0,1,1.00,1.14,2000,1.00,1.00
3495,Gagsprocket,7096,20,20,69,130,7,0,1,1.00,1.14,2000,1.00,1.00
3503,Silithid Protector,1307,18,19,7,0,1,0,1,1.00,1.14,2000,1.00,1.00
3504,Gil,338,1,1,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3505,Pat,257,1,1,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3507,Andi,252,1,1,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3508,Mikey,251,1,1,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3509,Geoff,338,1,1,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3510,Twain,221,1,1,12,0,7,0,8,1.00,1.14,2000,1.00,1.00
3511,Steven,262,1,1,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3512,Jimmy,251,1,1,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3514,Tenaron Stormgrip,1527,10,10,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3515,Corithras Moonrage,1528,10,10,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3517,Rellian Greenspyre,5071,17,17,80,2,7,0,1,1.00,1.14,1500,1.00,1.00
3518,Thomas Miller,1541,15,15,12,641,7,0,1,1.00,1.14,2000,1.00,1.00
3519,Sentinel Arynia Cloudsbreak,1543,10,10,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3520,Ol' Emma,1544,2,2,12,2,7,0,1,1.00,1.14,2000,1.00,1.00
3522,Constance Brisboise,1633,11,11,68,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3524,Spirit Wolf,1236,1,1,14,0,1,0,1,2.00,1.14,2000,1.00,1.00
3527,Healing Stream Totem,4587,1,80,58,0,11,0,1,1.00,1.00,2000,1.00,0.05
3528,Pyrewood Armorer,3349,14,15,123,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3529,Moonrage Armorer,729,14,15,24,128,7,0,1,1.00,1.14,2000,1.00,1.00
3530,Pyrewood Tailor,3352,14,15,123,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3531,Moonrage Tailor,729,14,15,24,0,7,0,1,1.00,1.14,2000,1.00,1.00
3532,Pyrewood Leatherworker,3365,14,15,123,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3533,Moonrage Leatherworker,729,14,15,24,0,7,0,1,1.00,1.14,2000,1.00,1.00
3534,Wallace the Blind,3552,19,19,35,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3535,Blackmoss the Fetid,1549,13,13,14,0,4,4,1,0.67,1.14,2000,1.00,1.00
3547,Hamlin Atkins,1635,10,10,68,642,6,0,1,1.00,1.14,2000,1.00,1.00
3548,Selina Weston,1639,12,12,68,130,7,0,1,1.00,1.14,2000,1.00,1.00
3550,Martine Tramblay,1636,15,15,68,128,7,0,1,1.00,1.14,2000,1.00,1.00
3551,Patrice Dwyer,3543,20,20,68,1154,7,0,1,1.00,1.14,2000,1.00,1.00
3552,Alexandre Lefevre,3544,18,18,68,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3553,Sebastian Meloche,3536,18,18,68,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3554,Andrea Boynton,3547,18,20,68,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3555,Johan Focht,3537,19,19,68,82,7,0,1,1.00,1.14,2000,1.00,1.00
3556,Andrew Hilbert,3548,18,18,68,130,7,0,1,1.00,1.14,2000,1.00,1.00
3558,[UNUSED] Temp Poisoning Vendor Undead,1196,20,20,68,0,6,0,1,1.00,1.14,2000,1.00,1.00
3559,Temp Poisoning Vendor Dwarf,115,20,20,55,0,7,0,1,1.20,1.14,2000,1.00,1.00
3560,Healing Ward,2030,17,37,58,0,10,0,1,1.00,1.00,2000,1.00,1.00
3564,Temp Reagent Vendor Dwarf,115,20,20,55,0,7,0,1,1.20,1.14,2000,1.00,1.00
3565,[UNUSED] Temp Reagent Vendor Undead,1196,20,20,68,0,6,0,1,1.00,1.14,2000,1.00,1.00
3566,Flatland Prowler,1056,9,9,16,0,1,0,1,1.00,0.86,2000,1.00,1.00
3567,Tallonkai Swiftroot,2686,11,11,80,3,7,0,1,1.00,1.14,2000,1.00,1.00
3568,Mist,599,10,10,80,2,1,0,1,1.00,1.14,1500,1.00,1.00
3569,Bogling,1081,5,5,16,0,4,0,8,0.67,0.86,2000,1.00,0.50
3570,Cleansed Timberling,862,7,7,16,0,4,0,1,0.67,0.86,2000,1.00,1.00
3573,Mana Spring Totem,4587,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.05
3575,Praenus Raxxeus,10813,1,1,29,0,7,1,1,1.20,1.14,2000,7.50,3.00
3577,Dalaran Brewmaster,3538,15,16,76,640,7,0,1,1.00,1.14,2000,1.00,1.00
3578,Dalaran Miner,3539,15,16,76,128,7,0,1,1.00,1.14,2000,1.00,1.00
3579,Stoneclaw Totem,4588,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.26
3583,Barithras Moonshade,4414,14,14,1076,2,7,0,1,1.00,1.14,2000,1.00,1.00
3584,Therylune,2723,17,17,124,2,7,0,1,1.00,1.14,2000,1.00,1.00
3585,Therysil,876,17,17,124,2,7,0,1,1.00,1.14,2000,1.00,1.00
3586,Miner Johnson,556,19,19,17,0,7,2,1,1.44,1.14,1500,2.25,3.00
3587,Lyrai,1730,9,9,80,386,7,0,1,1.00,1.14,2000,1.00,1.00
3588,Khardan Proudblade,1729,8,8,80,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3589,Keina,1728,10,10,80,4482,7,0,1,1.00,1.14,2000,1.00,1.00
3590,Janna Brightmoon,1727,9,9,80,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3591,Freja Nightwing,1726,9,9,80,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3592,Andiss,1722,10,10,80,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3593,Alyissia,1721,11,11,80,51,7,0,1,1.00,1.14,2000,1.00,1.00
3594,Frahun Shadewhisper,1725,11,11,80,51,7,0,1,1.00,1.14,2000,1.00,1.00
3595,Shanda,1733,10,10,80,51,7,0,1,1.00,1.14,2000,1.00,1.00
3596,Ayanna Everstride,1723,10,10,80,51,7,0,1,1.00,1.14,2000,1.00,1.00
3597,Mardant Strongoak,1732,11,11,80,51,7,0,1,1.00,1.14,2000,1.00,1.00
3598,Kyra Windblade,1707,19,19,80,51,7,0,1,1.00,1.14,2000,1.00,1.00
3599,Jannok Breezesong,1704,20,20,80,51,7,0,1,1.00,1.14,2000,1.00,1.00
3601,Dazalar,1703,20,20,80,51,7,0,1,1.00,1.14,2000,1.00,1.00
3604,Malorne Bladeleaf,1709,17,17,80,82,7,0,1,1.00,1.14,2000,1.00,1.00
3608,Aldia,1700,17,17,80,386,7,0,1,1.00,1.14,2000,1.00,1.00
3609,Shalomon,1712,18,18,80,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3610,Jeena Featherbow,1705,19,19,80,4482,7,0,1,1.00,1.14,2000,1.00,1.00
3611,Brannol Eaglemoon,1701,16,16,80,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3612,Sinda,1714,20,20,80,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3613,Meri Ironweave,1710,19,19,80,4224,7,0,1,1.00,1.14,2000,1.00,1.00
3614,Narret Shadowgrove,1711,16,16,80,130,7,0,1,1.00,1.14,2000,1.00,1.00
3617,Lordaeron Citizen,146,15,15,7,0,6,0,1,1.11,1.14,2000,1.00,2.00
3619,Ghost Saber,4472,19,20,14,0,1,0,1,1.00,1.14,2000,1.00,1.00
3623,[UNUSED] Tursk,4297,10,10,29,0,7,0,1,1.00,1.14,2000,1.00,1.00
3626,Jenn Langston,1697,5,5,12,0,7,0,1,1.00,1.43,2000,1.00,1.00
3627,Erich Lohan,1694,5,5,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3628,Steven Lohan,1695,5,5,12,1,7,0,1,1.00,1.14,2000,1.00,1.00
3629,David Langston,1696,5,5,12,0,7,0,1,1.00,1.14,2000,1.00,1.00
3630,Deviate Coiler,1742,15,16,14,0,1,0,1,1.00,1.43,2000,1.00,1.00
3631,Deviate Stinglash,4091,16,17,14,0,1,0,1,1.00,1.43,2000,1.00,1.00
3632,Deviate Creeper,1744,15,16,270,0,1,0,1,1.00,1.14,2000,1.00,1.00
3633,Deviate Slayer,949,16,17,270,0,1,0,1,1.00,1.14,2000,1.00,1.00
3634,Deviate Stalker,1746,15,15,270,0,1,0,1,1.00,1.14,2000,1.00,1.00
3636,Deviate Ravager,1747,18,19,270,0,1,1,1,1.00,1.14,2000,1.70,3.00
3637,Deviate Guardian,755,18,19,270,0,1,1,1,1.00,1.14,2000,1.70,3.00
3638,Devouring Ectoplasm,4266,16,17,14,0,10,0,1,1.00,1.14,2000,1.00,1.00
3639,Sentinel Tysha Moonblade,1750,10,10,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3640,Evolving Ectoplasm,1751,17,18,14,0,10,1,1,1.00,1.14,2000,1.70,3.00
3641,Deviate Lurker,1752,16,17,14,0,1,0,1,1.00,1.14,2000,1.00,1.00
3642,Deviate Horror,1754,18,19,14,0,1,1,1,1.20,1.14,2000,1.70,3.00
3644,Cerellean Whiteclaw,1757,15,15,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3649,Thundris Windweaver,1770,15,15,80,3,7,0,1,1.00,1.14,2000,1.00,1.00
3650,Asterion,1771,15,15,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3651,[UNUSED] Kolkar Observer,1226,16,16,130,0,7,2,1,1.00,1.14,2000,7.50,3.00
3652,Trigore the Lasher,1092,17,17,14,0,10,4,1,1.00,1.14,2000,1.00,1.25
3653,Kresh,5126,20,20,7,0,1,1,1,1.00,1.14,2000,1.70,3.00
3654,Mutanus the Devourer,4088,20,20,270,0,7,1,1,1.00,1.14,2000,2.40,8.00
3655,Mad Magglish,7221,17,17,14,0,7,0,1,1.00,1.14,2000,1.00,1.00
3657,Sentinel Elissa Starbreeze,2529,20,20,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3658,Lizzarik,7057,19,19,69,4226,7,0,1,1.00,1.14,2000,1.00,1.00
3661,Balthule Shadowstrike,2530,15,15,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3662,Delmanis the Hated,467,17,17,90,0,3,0,8,1.00,1.14,2000,1.00,1.00
3663,Delgren the Purifier,2531,19,19,123,2,7,0,1,1.00,1.14,2000,1.00,1.00
3665,Crane Operator Bigglefuzz,7051,18,18,69,2,7,0,1,1.00,1.14,2000,1.00,1.00
3666,Wizbang Cranktoggle,4474,15,15,64,2,7,0,1,1.00,1.14,2000,1.00,1.00
3667,Anaya Dawnrunner,1937,16,16,7,0,6,0,1,1.00,1.14,2000,1.00,1.00
3668,Tortured Highborne Soul,4471,20,20,35,0,7,0,1,1.20,1.14,2000,1.00,1.00
3669,Lord Cobrahn,4213,20,20,270,0,7,1,2,1.00,1.14,2000,2.30,5.00
3670,Lord Pythas,4214,20,20,270,0,7,1,2,1.00,1.14,2000,2.70,5.00
3671,Lady Anacondra,4313,20,20,270,0,7,1,2,1.00,1.14,2000,2.50,5.00
3672,Boahn,4212,17,17,270,0,7,4,2,1.00,1.14,2000,1.00,1.50
3673,Lord Serpentis,4215,20,20,270,0,7,1,2,1.00,1.14,2000,2.70,6.00
3674,Skum,4203,20,20,14,0,1,1,1,1.00,1.14,2000,2.00,7.50
3678,Disciple of Naralex,1941,20,20,35,1,7,1,2,1.00,1.14,2000,1.70,3.00
3680,Serpentbloom Snake,4268,1,1,7,0,1,0,1,1.00,0.86,2000,1.00,0.20
3681,Wisp,10045,1,1,80,0,8,0,1,1.00,1.14,2000,1.00,1.00
3692,Volcor,1899,19,19,10,2,7,0,1,1.00,1.14,2000,1.00,1.00
3693,Terenthis,1956,15,15,80,3,7,0,1,1.00,1.14,2000,1.00,1.00
3694,Sentinel Selarin,1982,20,20,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3695,Grimclaw,913,13,13,80,0,1,0,1,1.00,1.14,2000,1.00,1.00
3697,Kyln Longclaw,4303,1,1,35,0,7,0,1,1.20,1.14,2000,1.00,1.00
3699,Nerra,4302,12,12,80,0,7,0,1,1.20,1.14,2000,1.00,1.00
3701,Tharnariun Treetender,4485,18,18,80,3,7,0,1,1.00,1.14,2000,1.00,1.00
3702,Alanndarian Nightsong,4487,18,22,80,3,7,0,1,1.00,1.14,2000,1.00,1.00
3706,Tai'jin,1897,18,18,126,51,7,0,1,1.00,1.14,2000,1.00,1.00
3707,Ken'jai,4068,10,10,126,51,7,0,1,1.00,1.14,2000,1.00,1.00
3711,Wrathtail Myrmidon,6747,20,21,74,0,7,0,1,1.00,1.14,2000,1.00,1.02
3712,Wrathtail Razortail,11264,19,20,74,0,7,0,2,1.00,1.14,2000,1.00,1.00
3713,Wrathtail Wave Rider,4765,18,19,74,0,7,0,1,1.00,1.14,2000,1.00,1.00
3715,Wrathtail Sea Witch,4981,19,20,74,0,7,0,2,1.00,1.14,2000,1.00,1.00
3717,Wrathtail Sorceress,4972,18,19,74,0,7,0,8,1.00,1.14,2000,1.00,1.00
3718,[UNUSED] Wrathtail Tide Princess,4973,20,21,74,0,7,4,1,1.00,1.14,2000,1.00,1.02
3721,Mystlash Hydra,10898,19,20,74,0,10,0,1,1.00,1.14,2000,1.00,1.00
3722,Mystlash Flayer,6735,20,21,74,0,10,0,1,1.00,1.14,2000,1.00,1.02
3725,Dark Strand Cultist,4255,18,19,21,0,7,0,8,1.00,1.14,2000,1.00,1.00
3727,Dark Strand Enforcer,21014,20,21,21,0,7,0,1,1.00,1.14,2000,1.00,1.02
3728,Dark Strand Adept,4220,18,19,21,0,7,0,8,1.00,1.14,2000,1.00,1.00
3730,Dark Strand Excavator,19831,19,20,21,0,7,0,1,1.00,1.14,2000,1.00,1.00
3732,Forsaken Seeker,4127,18,19,118,0,7,0,2,1.00,1.14,2000,1.00,1.00
3733,Forsaken Herbalist,4129,18,19,83,0,7,0,1,1.00,1.14,2000,1.00,1.00
3734,Forsaken Thug,4131,20,20,83,0,7,0,1,1.00,1.14,2000,1.00,1.00
3737,Saltspittle Puddlejumper,3617,19,20,18,0,7,0,1,1.00,1.14,2000,1.00,1.00
3739,Saltspittle Warrior,540,19,20,18,0,7,0,1,1.00,1.14,2000,1.00,1.00
3740,Saltspittle Muckdweller,652,20,21,18,0,7,0,1,1.00,1.14,2000,1.00,1.02
3742,Saltspittle Oracle,4920,20,21,18,0,7,0,2,1.00,1.14,2000,1.00,1.02
3793,Initiate Druid,2572,1,1,79,0,7,0,1,1.20,1.14,2000,1.00,1.00
3796,Druid of the Wild,2572,1,1,79,0,7,0,1,1.20,1.14,2000,1.00,1.00
3812,Clattering Crawler,9566,19,20,7,0,1,0,1,1.00,1.14,2000,1.00,1.00
3814,Spined Crawler,1001,20,21,7,0,1,0,1,1.00,1.14,2000,1.00,1.02
3816,Wild Buck,1917,18,19,189,0,1,0,1,0.80,1.43,2000,1.00,1.00
3819,Wildthorn Stalker,1103,20,21,22,0,1,0,1,1.00,1.14,2000,1.00,1.02
3823,Ghostpaw Runner,802,19,20,38,0,1,0,1,1.00,1.14,2000,1.00,1.00
3826,Rabid Ghostpaw,802,1,1,38,0,1,0,1,1.20,1.14,2000,1.00,1.00
3832,Cenarion Steward,2572,1,1,79,0,7,0,1,1.20,1.14,2000,1.00,1.00
3835,Biletoad,1924,1,1,7,0,8,0,1,1.00,0.86,2000,1.70,0.20
3839,Voidlasher,1131,19,20,16,0,3,1,1,1.20,1.14,2000,7.50,3.00
3840,Druid of the Fang,4211,19,19,270,0,7,1,2,1.00,1.14,2000,1.70,3.00
3843,Anaya,1937,14,14,80,0,7,0,1,1.00,1.14,2000,1.00,1.00
3846,Talen,4173,17,17,1076,3,7,0,1,1.00,1.14,2000,1.00,1.00
3849,Deathstalker Adamant,2006,18,18,68,1,7,1,1,1.00,1.14,2000,1.70,3.00
3850,Sorcerer Ashcrombe,2005,18,18,12,1,7,1,8,1.00,1.14,2000,1.70,3.00
3851,Shadowfang Whitescalp,729,18,19,24,0,7,1,2,1.00,1.14,2000,1.70,3.00
3852,Shadowfang Bloodhowler,202,19,19,24,0,7,1,1,1.20,1.14,2000,7.50,3.00
3853,Shadowfang Moonwalker,729,19,19,24,0,7,1,2,1.00,1.14,2000,1.70,3.00
3854,Shadowfang Wolfguard,203,20,20,24,0,7,1,1,1.00,1.14,2000,1.70,3.00
3855,Shadowfang Darksoul,657,19,19,24,0,7,1,2,1.00,1.14,2000,1.70,3.00
3857,Shadowfang Glutton,202,19,19,24,0,7,1,1,1.00,1.14,2000,1.70,3.00
3859,Shadowfang Ragetooth,736,20,20,24,0,7,1,1,1.00,1.14,2000,1.70,3.00
3860,Shadowfang Tainted One,574,20,20,24,0,7,1,2,1.20,1.14,2000,7.50,3.00
3861,Bleak Worg,801,18,21,24,0,1,1,1,1.00,1.14,2000,1.70,3.00
3862,Slavering Worg,11421,18,21,24,0,1,1,1,1.00,1.43,1200,1.70,3.00
3863,Lupine Horror,2446,20,21,24,0,6,1,1,1.00,1.14,2000,1.70,3.00
3864,Fel Steed,1951,19,19,15,0,1,1,1,1.00,1.29,2000,1.70,3.00
3865,Shadow Charger,1952,18,19,15,0,1,1,1,1.00,1.29,2000,1.70,3.00
3866,Vile Bat,8808,20,20,24,0,1,1,1,1.00,1.14,2000,1.70,3.00
3868,Blood Seeker,1955,20,20,24,0,1,1,1,1.00,1.14,2000,1.70,3.00
3869,Lesser Gargoyle,7533,20,20,16,0,6,1,1,1.20,1.14,2000,1.70,3.00
3870,Stone Sleeper,7534,20,20,16,0,6,1,1,1.20,1.14,2000,1.70,3.00
3873,Tormented Officer,3225,20,20,24,0,6,1,1,1.00,1.14,2000,1.70,3.00
3875,Haunted Servitor,3229,18,19,24,0,6,1,1,1.00,1.14,2000,1.70,3.00
3876,Traumatized Spirit,3227,18,18,24,0,6,1,1,1.20,1.14,2000,1.70,3.00
3877,Wailing Guardsman,3226,19,19,24,0,6,1,1,1.00,1.14,2000,1.70,3.00
3878,Magthrull's Doomguard,68,20,20,90,0,3,0,1,1.20,1.14,2000,1.00,1.00
3881,Grimtak,3755,14,14,29,643,7,0,1,1.00,1.14,2000,1.00,1.00
3882,Zlagk,3753,9,9,29,642,7,0,1,1.00,1.14,2000,1.00,1.00
3883,Moodan Sungrain,3812,11,11,104,642,7,0,1,1.00,1.14,2000,1.00,1.00
3884,Jhawna Oatwind,3807,13,13,104,642,7,0,1,1.00,1.14,2000,1.00,1.00
3886,Razorclaw the Butcher,524,20,20,24,0,7,1,1,1.00,1.14,3200,2.50,4.00
3887,Baron Silverlaine,3222,20,20,24,0,6,1,1,1.00,1.14,2000,1.70,5.00
3888,Korra,11446,20,20,80,0,1,0,1,1.00,1.14,2000,1.00,1.00
3891,Teronis' Corpse,1983,20,20,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3892,Relara Whitemoon,4168,1,1,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3897,Krolg,1010,9,9,934,2,7,0,1,0.67,0.99,2000,1.00,1.00
3904,Searing Totem IV,4589,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,1.15
3906,Healing Stream Totem II,4587,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.05
3907,Healing Stream Totem III,4587,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.05
3908,Healing Stream Totem IV,4587,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.05
3909,Healing Stream Totem V,4587,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.05
3911,Stoneclaw Totem II,4588,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.33
3912,Stoneclaw Totem III,4588,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.39
3913,Stoneclaw Totem IV,4588,1,80,58,0,11,0,2,1.00,1.00,2000,1.00,0.46
3914,Rethilgore,524,20,20,24,0,7,1,1,1.00,1.14,2000,1.70,4.00
3928,Rotting Slime,2028,20,22,14,0,10,0,1,1.00,1.14,2000,1.00,1.02
3933,Hai'zan,4082,14,14,126,642,7,0,1,1.00,1.14,2000,1.00,1.00
3935,Toddrick,3236,10,10,12,640,7,0,1,1.00,1.14,2000,1.00,1.00
3937,Kira Songshine,3234,12,12,12,640,7,0,1,1.00,1.14,1500,1.00,1.00
3938,Roth Bluntblade,2032,15,15,11,0,7,0,1,1.20,1.14,2000,1.00,1.00
3939,Razormane Wolf,643,7,8,109,0,1,0,1,1.00,1.14,2000,1.00,1.00
3944,Wrathtail Priestess,6749,20,21,74,0,7,0,2,1.00,1.14,2000,1.00,1.02
3947,Goblin Shipbuilder,7112,19,20,17,0,7,1,1,1.00,1.14,2000,1.70,3.00
3948,Honni Goldenoat,2036,10,10,55,642,7,0,1,1.00,1.14,2000,1.00,1.00
3961,Maliynn,2058,19,19,80,642,7,0,1,1.00,1.14,2000,1.00,1.00
3981,Vorrel Sengutz,2046,8,8,68,2,7,0,1,1.00,1.14,2000,2.40,1.00
3982,Monika Sengutz,2050,7,7,68,2,7,0,1,1.00,1.14,2000,1.00,1.00
3988,Venture Co. Operator,7230,19,20,47,0,7,0,1,1.00,1.14,2000,1.00,1.00
3989,Venture Co. Logger,7228,18,19,47,0,7,0,1,1.00,1.14,2000,1.00,1.00
3990,Venture Co. Cutter,7225,17,17,47,0,7,0,1,1.00,1.14,2000,1.00,1.00
3991,Venture Co. Deforester,7226,19,20,47,0,7,0,8,1.00,1.14,2000,1.00,1.00
3992,Venture Co. Engineer,7227,20,21,47,0,7,0,1,1.00,1.14,2000,1.00,1.02
3996,Faldreas Goeth'Shael,4172,19,19,80,2,7,0,1,1.00,1.14,2000,1.00,1.00
3998,Windshear Vermin,26,20,21,26,0,7,0,1,1.00,1.14,2000,1.00,1.02
4001,Windshear Tunnel Rat,373,19,20,26,0,7,0,1,1.00,1.14,2000,1.00,1.00
4003,Windshear Geomancer,163,20,21,26,0,7,0,8,1.00,1.14,2000,1.00,1.02
4005,Deepmoss Creeper,760,16,17,22,0,1,0,1,1.00,1.14,2000,1.00,1.00
4006,Deepmoss Webspinner,1989,19,20,22,0,1,0,1,1.00,1.14,2000,1.00,1.00
4007,Deepmoss Venomspitter,759,17,18,22,0,1,0,1,1.00,1.14,2000,1.00,0.75
4008,Cliff Stormer,1537,15,17,14,0,1,0,1,1.00,1.14,2000,1.00,1.00
4009,Raging Cliff Stormer,1538,18,19,14,0,1,0,1,1.00,1.14,2000,1.00,1.00
4011,Young Pridewing,2154,19,20,16,0,1,0,1,1.00,1.43,2000,1.00,1.00
4043,Galthuk,4612,8,8,29,4226,7,0,1,1.00,1.14,2000,1.00,1.00
4045,JEFF CHOW TEST,18540,1,1,35,0,7,0,1,1.00,1.14,2000,1.00,1.00
4055,Mirkfallon Glade Strider,150,1,1,79,0,7,0,1,1.00,0.86,2000,1.00,1.00
4059,Forest Spirit,1825,1,1,35,0,10,0,1,3.60,2.14,2000,1.00,1.00
4064,Blackrock Scout,6038,20,21,40,0,7,0,1,1.00,1.14,2000,1.00,1.00
4068,Serpent Messenger,1742,10,10,35,0,1,0,1,1.00,0.86,2000,1.00,0.20
4069,Venture Co. Planner,7232,18,19,47,0,7,0,2,1.20,1.14,2000,1.00,1.00
4070,Venture Co. Builder,7224,20,21,47,0,7,0,1,1.00,1.14,2000,1.00,1.02
4071,Venture Co. Grinder,7223,17,18,47,0,7,0,1,1.01,1.14,2000,1.00,1.00
4072,Prisoner of Jin'Zil,3894,20,20,80,0,7,0,1,1.00,1.14,2000,1.00,1.00
4075,Rat,1141,1,1,31,0,8,0,1,1.00,0.86,2000,3.50,0.20
